id,title,owner_org,maintainer,Extensão geográfica,Série histórica,groups,Tipo de armazenamento,Formato do arquivo,Sistema Gerenciador de Banco de Dados,Ambiente de produção,name,notes,tags,Histórico,Procedência de dados,Periodicidade,Situação do processo,Nível de desagregação,Lacunas identificadas pela unidade produtora,Tipo(s) de representação,Escala (apenas  para representação vetorial ou matricial),Sistemas de referência / projeção cartográfica,Base cartográfica utilizada,Extensão do arquivo/formato/software,"Existe(m), nesta base de dados, informação(ões) classificada(s) em algum grau de sigilo?",Forma(s) de disponibilização,url,Endereço e procedimentos para acesso,,,,,,
524,Levantamento Métrico Decimal,SPIQ,Unidade Técnica de Cadastro,Subprefeitura,registros a partir de 1973,concessões,Arquivo de dados,Livros/Fichas,0,xxxxxxx,Levantamento Métrico Decimal,Agrupa informações sobre a numeração oficial dada para as residências de cada logradouro vistoriado,"Levantamento, Numeração, Oficial",Verificamos registros a partir de março de 1973.  Não temos informações sobre o período anterior.,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",eventual,ativo,Lote,Não temos dados anteriores ao ano de 1973,"alfanumérica (textos, números - p.ex. tabelas)",x,Não sei,"Google, MDC (Mapa Digital da Cidade), Geolog (Geocodificação de logradouros)",0,NÃO,Impresso,0,"Subprefeitura Itaquera, Rua Augusto Carlos Bauman, 851 - Unidade Técnica de Cadastro - Atendimento em dias úteis das 08:00 às 17:00 hs.",,,,,,
525,Decreto de Utilidade Pública,SPIQ,Unidade Técnica de Cadastro,Subprefeitura,Localizados registros a partir de 1979,"ciência, informação e comunicação",Arquivo de dados,Pastas em arquivos de aço,0,xxxxxxxx,Decreto de Utilidade Pública (D.U.P),"Reune as plantas recebidas pelo setor, relacionadas às áreas envolvidas em desapropriações.",DUP /  DESAP / Desapropriação,Consta documentação a partir de 1979.,DESAP / PATRI / PROJ,outros - quando há recebimento de nova documentação,ativo,Lote,Não temos dados anteriores ao ano de 1979,vetorial (coordenadas - p.ex. mapas),Várias,Não sei,"Google, MDC (Mapa Digital da Cidade), Geolog (Geocodificação de logradouros)",0,NÃO,0,0,0,,,,,,
526,Levantamento de Dados Técnicos,SPIQ,Unidade Técnica de Cadastro,Subprefeitura,40848,planejamento e cadastro,Arquivo de dados,pastas A-Z,0,xxxxxxxxxxx,Levantamento de Dados Técnicos,Conjunto de formulários contendo dados pesquisados para que sejam informados processos e documentos.,BDT,"Antes de  nov/2011 não era realizado o armazenamento das informações pesquisadas para juntar aos processos e documentos, a cada solicitação da mesma área a pesquisa tinha que ser feita novamente, então, sentimos a necessidade de criação de um banco de dados para agilizar o fluxo de trabalho.","Consulta a mapas de zoneamento , loteamento e melhoramentos, quadras fiscais, planilha de classificação viária.",contínuo,ativo,Lote,Não há registros armazenados até Nov/ 2011,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,"Google, MDC (Mapa Digital da Cidade), Geolog (Geocodificação de logradouros)",0,NÃO,Impresso,0,"Subprefeitura Itaquera, Rua Augusto Carlos Bauman, 851 - Unidade Técnica de Cadastro - Atendimento em dias úteis das 08:00 às 17:00 hs.",,,,,,
527,Levantamento de Logradouros,SPIQ,Unidade Técnica de Cadastro,Subprefeitura,A partir de 31/07/1969,"ciência, informação e comunicação",Arquivo de dados,fichas em arquivo de aço,0,xxxxxxxxxxxxxxxx,Levantamento de Logradouros,"Concentra fichas individuais para cada logradouro  sob a jurisdição da subprefeitura Itaquera, desde que o mesmo possua publicação de denominação ou oficialização,",Rua/ Avenida / Praça / Codlog,Foram verificados registros a partir de 31/07/1969.,cadastro ou registro administrativo,eventual,ativo,Quadra ,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,"MDC (Mapa Digital da Cidade), Geolog (Geocodificação de logradouros)",0,NÃO,Impresso,0,"Subprefeitura Itaquera, Rua Augusto Carlos Bauman, 851 - Unidade Técnica de Cadastro - Atendimento em dias úteis das 08:00 às 17:00 hs.",,,,,,
528,Plantas de Loteamento,SPIQ,Unidade Técnica de Cadastro,Subprefeitura,Anterior a 1996,"ciência, informação e comunicação",Arquivo de dados,pastas,0,xxxxxxxxxxxxx,Plantas de Loteamento,Reune as plantas recebidas pelo setor relacionadas ás divisões das extensões de terras em quadras e lotes.,Plantas / Loteamento,Existência anterior ao ano de 1996,SEHAB CASE,eventual,ativo,Lote,0,vetorial (coordenadas - p.ex. mapas),Várias,Não sei,nenhuma,0,NÃO,0,0,Obs: Dados não disponibilizados aos munícipes. Os arquivos de plantas recebidas são somente utilizado pelos servidores do setor e/ou da subprefeitura para consultas e instruções de documentações.,,,,,,
529,Concessão de Numeração,SPIQ,Unidade Técnica de Cadastro,Subprefeitura,Registros a partir de 1986,concessões,Arquivo de dados,Pastas A-Z,0,xxxxxxxxxxxxxxxxx,Concessão de Numeração,"Reúne as cartas de concessões de números atribuídos às edificações ou lotes mediante solicitações dos proprietários, cujos lotes, na ocasião do levantamento não havia projeto ou construção.",Concessão,Encontrados registros a partir de 1986.,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",outro - Sempre que há  solicitação e condições para execução,ativo,Lote,Não temos dados anteriores ao ano de  1986,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Geolog (Geocodificação de logradouros),0,NÃO,Impresso,0,"Subprefeitura Itaquera, Rua Augusto Carlos Bauman, 851 - Unidade Técnica de Cadastro - Atendimento em dias úteis das 08:00 às 17:00",,,,,,
530,Áreas Diversas,SPIQ,Unidade Técnica de Cadastro,Subprefeitura,A partir de 2005,"ciência, informação e comunicação",Arquivo de dados,Pastas em arquivo de aço,0,xxxxxxxxxxxxx,Áreas Diversas,Conjunto de informações para instrução de diversos documentos,"Área, Rua, Avenida, Quadra",Dados a partir de 2005.,DESAP / PATRI / PROJ/EMURB/SEHAB CASE,outro - Quando há pesquisa ou recebimento de novos dados ou informações referentes a áreas que mereçam ser arquivadas.,ativo,Lote,Não temos dados anteriores ao ano de 2005,vetorial (coordenadas - p.ex. mapas),Várias,Não sei,"Google, MDC (Mapa Digital da Cidade), Geolog (Geocodificação de logradouros)",0,NÃO,0,0,Obs: Dados não disponibilizados para munícipes. São utilizados apenas pelos servidores do setor e/ou da subprefeitura para consulta e instrução de documentação.,,,,,,
531,"MULTAS DE MURO,PASSEIO E LIMPEZA(MPL)",SPIQ,UNIDADE DE AUTOS E INFRALÇÃO,Subprefeitura,ANTERIOR Á 1988,"ciência, informação e comunicação",Arquivo de dados,PASTAS A-Z,0,0,MULTAS DE MURO PASSEIO E LIMPEZA,"AS MULTAS SÃO APLICADAS EM VISTORIAS DOS FISCAIS NO LOCAL,POR FALTA DE MURO PASEIO OU LIMPEZA DE AREAS MUNICIPAIS OU PARTICULARES (PODENDO SER VISTORIADAS TAMBÉM ATRAVÉS DE DENUCIAS. AS MULTAS SÃO GERADAS DEVIDO AO NÃO CUMPRIMENTO DAS INTIMAÇÕES PARA EXECUTAR OS SERVIÇOS SOLICITADOS.","MURO,PASSEIO E LIMPEZA",ANTERIOR Á 1988 CRIADA PELA PRODAM,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",contínuo,ativo,Lote,OS DADOS SÃO COLETADOS ANTERIOR Á 1988 E ATÉ A PRESENTE DATA SÃO COLETADOS DIARIAMENTE.,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,0,NÃO,Impresso,0,"SUBPREFEITURA ITAQUERA 
RUA: AUGUSTO CARLOS BAUMAN 851 SALA 04",,,,,,
532,MULTAS DE OBRAS (DOS FISCAIS),SPIQ,UNIDADE DE AUTOS E INFRAÇÃO,Subprefeitura,ANTERIOR Á 1988,"ciência, informação e comunicação",Arquivo de dados,PASTAS A-Z,0,0,MULTA DE OBRAS DOS FISCAIS,O FISCAL VAI ATÉ O LOCAL CONSTATA A OBRA IRREGULAR EMITE UM AUTO DE INTIMAÇÃO PARA O PROPRIETÁRIO ONDE O MESMO TEM 48 HS. PARA COMPARECER NA SUBPREFEITURA PARA ENTRAR COM PROCESSO PARA REGULARIZAR A OBRA O NÃO COMPARECIMENTO O FISCAL JÁ LAVRA A MULTA,MULTA DE OBRA DE EDFICAÇÃO,ANTERIOR A 1988 CRIADA PELA PRODAM,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",contínuo,ativo,Lote,ATERIOR A 1988 ATÉ A PRESENTE DATA OS DADOS SÃO COLETADOS DIARIAMENTE,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,CAIXA ARQUIVO,NÃO,Impresso,0,"SUBPREFEITURA ITAQUERA 
RUA: AUGUSTO CARLOS BAUMAN 851 SALA 04",,,,,,
533,FICHA DE CONTROLE AÇÕES FISCAIS,SPIQ,UNIDADE DE AUTOS E INFRAÇÃO,Subprefeitura,2004 Á 2014,"ciência, informação e comunicação",Arquivo de dados,CAIXA ARQUIVO,0,0,FICHA DE CONTROLE AÇOES FISCAIS,QUANDO O FISCALM FAZ UMA AÇÃO FISCAL ( INTERDIÇÃO E INTIMAÇÃO ONDE NESTAS FICHAS CONDTEM O NUMERO DO PROCESSO E ENDEREÇO PARA INFORMAÇÃO AO CONTRIBUINTE.,FICHA DE AÇÕES FISCAIS,ANTERIOR A 1988  CRIADA PELA PRODAM,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",contínuo,ativo,Subprefeitura,OS ADADOS SÃO COLETADOS ANTERIOR A 1988 E ATÉ A PRESENTE DATA SÃO COLETADOS DIARIAMENETE,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,0,NÃO,Impresso,0,"SUBPREFEITURA ITAQUERA
RUA: AUGUSTO CARLOS BAUMAN Nº 851 SALA 04",,,,,,
534,RECIBO DE ENTREGA (NOTIFICAÇÃO DE INTIMAÇÃO,SPIQ,UNIDADE DE AUTOS E INFRALÇÃO,Subprefeitura,2004 Á 2014,"ciência, informação e comunicação, hidrografia/hidrologia",Arquivo de dados,CAIXA ARQUIVO,0,0,ASTA DE RECIBO DE ENTREGA,CARTA DE AVISO DE RECEBIMENTO DE MULTA  PARA O CONTRIBUINTE,RECIBO DE ENTREGA,CRIADA EM 09/09/2011 PELO SETOR DE FISCALIZAÇÃO ATÉ A PRESENTE DATA,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",eventual,ativo,Lote,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,PASTA AZ,NÃO,Impresso,0,"SUBPREFEITURA ITAQUERA
RUA: AUGUSTO CARLOS BAUMAN Nº 851 SALA 04",,,,,,
535,RECIBO DE ENTREGA (NOTIFICAÇÃO DE RECEBIMENTO),SPIQ,UNIDADE DE AUTOS E INFRAÇÃO,Subprefeitura,2004 Á 2014,"ciência, informação e comunicação",Arquivo de dados,CAIXA ARQUIVO,0,0,RECIBO DE DENTREGA,NOTIFICAÇÃO DE RECEBIMENTO,NOTIFICAÇÃO DE RECEBIMENTO,ANDTERIOR Á 1988 CRIADA PELA PRODAM,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",contínuo,ativo,Lote,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,CAIXA ARQUIVO,NÃO,0,0,"SUBPREFEITURA ITAQUERA
RUA: AUGUSTO CARLOS BAUMAN Nº 851 SALA 04",,,,,,
536,AUTOS DE INTERDIÇÃO,SPIQ,UNMIDADE DE AUTOS E INFRAÇÃO,Subprefeitura,0,"ciência, informação e comunicação",Arquivo de dados,PASTA A-Z,0,0,AUTO DE INTERDIÇAO,QUANDO O FISCAL FAZ A INTERDIÇÃO FORMA UM PROCESSO E O NUMERO QUE CONSTA SESTA FICHA FICA ARQUIVADA,AUTO DE INTERDIÇÃO,ANTERIOR A 1988 ATÉ A PRESENTE DATA,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",eventual,ativo,Lote,NÃO HÁ LACUNAS ATÉ A PRESENTE DATA,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,CAIXA ARQUIVO,NÃO,0,0,"SUBPREFEITURA ITAQUERA
RUA: AUGUSTO CARLOS BAUBAN Nº 851 SALA04",,,,,,
537,PASTAS DE DEFESA COM DESPACHO,SPIQ,UNIDADE AUTOS E INFRAÇÃO,Subprefeitura,1988 Á 1998,"ciência, informação e comunicação",Arquivo de dados,CAIXA ARQUIVO,0,0,PASTA DE DDEFESA COM DESPACHO,ONDE  O MUNICIPE ENTRA COM A DEFESA FAZ -SE O DESPACHO E VAI PARA O ARQUIVO,DEFESA COM DESPACHO,ANTERIOR A 1988 ATÉ A PRESENTE DATA,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",eventual,ativo,Lote,ATERIOR A 1988 ATÉ 1997,"alfanumérica (textos, números - p.ex. tabelas)",0,Não sei,Não sei,CAIXA ARQUIVO,NÃO,0,0,"SUBPREFEITURA ITAQUERA
RUA: AUGUSTO CARLOS ZBAUMAN Nº 851 SALA 04",,,,,,
538,Execução dos serviços de manutenção e conservação de prédios e pequenas obras.,SPJA,COORDENAÇÃO DE OBRAS/SUPERVISÃO DE PROJETOS E OBRAS,Subprefeitura,2011 a 2014,"zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,Windows,Controle de Contratos,"Colunas de dados contendo nome da obra, nº do processo, andamento do processo, ordem de início e término da obra.","Obras/JA - Reformas/JA, Contenção de Córrego","O banco de dados foi criado por iniciatia da supervisão pela necessidade de organização das informações, bem como acompanhamento das obras.",cadastro ou registro administrativo,eventual,ativo,bairro a bairro,não há,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,0,"Coordenadoria de Projetos e Obras da Subprefeitura Jabaquara, com atendimento toda segunda, quarta e sexta-feira das10:30 às 12 horas.",,,,,,
539,levantamento métrico decimal (LMD),SPJA,CPDU_cadastro,Subprefeitura,1986,planejamento e cadastro,Arquivo de dados,impresso,0,formulário impresso,Levantamento Métrico Decimal,"O Levantamento Métrico Decimal_LMD contém a numeração atualizada dos lotes em ruas que foram alvo de Levantamento Métrico Decimal.
Informa-se também a numeração antiga correspondente, a distância do lote até o cruzamento dos eixos, a denominação anterior das vias (quando existente), e a data da publicação da oficialização da numeração atual no Diário Oficial.","Jabaquara, Cadastro, Levantamento Métrico Decimal, Numeração, Denominação",Trata-se da medição da via que origina a numeração oficial do lote (ou emplacamento). Atualmente realizada pela Subprefeitura.,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",eventual,ativo,Lote,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,MDC (Mapa Digital da Cidade),0,NÃO,Impresso,0,"Subprefeitura Jabaquara
CPDU - Cadastro
tel. 3397 3241
9h - 17h, Segunda à Sexta-feira",,,,,,
540,Mapa Oficial da Cidade com dados cruzados,SPJA,CPDU_Cadastro,Subprefeitura,1986-2014,planejamento e cadastro,Banco de dados,0,0,impresso,Mapa Oficial da Cidade com dados cruzados,"O Mapa Oficial da Cidade com Dados Cruzados é uma base em que se sobrepõe a informação das Plantas do Plano Regional Estratégico com informações atualizadas, exemplo de resoluções referente às áreas com duplicidade de zoneamento ou por exemplo DIS.","Jabaquara, Cadastro, Zoneamento, Plano Diretor, MOC",São atualizadas informações em base cartográfica (MOC) de outros departamentos da PMSP referentes a Subprefeitura Jabaquara.,cadastro ou registro administrativo,contínuo,ativo,Lote,0,vetorial (coordenadas - p.ex. mapas),'1:7500,"Não se aplica, MOC",MDC (Mapa Digital da Cidade),não se aplica,NÃO,Impresso,0,"Subprefeitura Jabaquara
CPDU - Cadastro
tel. 3397 3241
9h - 17h, Segunda à Sexta-feira",,,,,,
541,Permissionarios de bancas de jornais,SPJA,CPDU/ Supervisão de Fiscalização,Subprefeitura,2012,"comércio, serviços e turismo",Arquivo de dados,.xls (MS EXCEL),0,excel2003,PERMISSIONÁRIOS DE BANCAS DE JORNAIS,"TPUS, NOMES E LOCAIS DE INSTALAÇÃO",BANCA DE JORNAL E REVISTAS,NECESSIDADE DE CONTROLE E ACOMPANHAMENTO DOS TPUS ATIVOS DOS PERMISSIONARIOS SEGUNDO A LEGISLAÇÃO PERTINENTE.,cadastro ou registro administrativo,eventual,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",NÃO HÁ,"alfanumérica (textos, números - p.ex. tabelas)",'1:1000,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,SEDE DA SUBPREFEITURA,,,,,,
542,TPU- Liminar ativo,SPJA,CPDU-Supervisão de Fiscalização,Subprefeitura,2012,"comércio, serviços e turismo",Arquivo de dados,.xls (MS EXCEL),0,excel 2003,AMBULANTES,"TPUS, NOME DO PERMISSIONÁRIO, VALIDADE, LIMINARES E LOCAL DE INSTALAÇÃO.",AMBULANTES JABAQUARA,NECESSIDADE DE CONTROLE E ACOMPANHAMENTO DOS TPUS VALIDOS INSTALADOS NA REGIÃO.,cadastro ou registro administrativo,única (realizado apenas uma vez),ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",ANOS ANTERIORES A 2009,"alfanumérica (textos, números - p.ex. tabelas)",'1:1000,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,SEDE DA SUBPREFEITURA,,,,,,
543,Veiculos apreendidos,SPJA,CPDU-Supervisão de Fiscalização,Subprefeitura,2012,meio ambiente,Arquivo de dados,.xls (MS EXCEL),0,excel 2003,VEICULOS APREENDIDOS,"VEICULO OU CARCAÇA, PLACAS, CHASSI, LOCAL DE APREENSÃO.",CARCAÇA E VEICULOS ABANDONADOS,NECESSIDADE DE IDENTIFICAÇÃO E INICIO DO PROCESSO DE APREENSÕES.,cadastro ou registro administrativo,eventual,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",ANTERIORES A 2012.,"alfanumérica (textos, números - p.ex. tabelas)",'1:1000,Não se aplica,Não se aplica,DOC,0,Rede local,0,SEDE DA SUBPREFEITURA,,,,,,
544,"LIMPEZA MANUAL DE GALERIAS, CORREGOS E CANAIS",SPJA,COORDENADORIA DE PROJETOS E OBRAS / SUPERVISAO TECNICA DE LIMPEZA PUBLICA,Município,2011,"zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,WINDOWS,limpeza manual de galerias corregos e ramais,locais em que o serviço foi executado e a metragem,limpeza corregos,"sistema saffor, desde 2011",cadastro ou registro administrativo,diário,ativo,Logradouro,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,"Intranet, Rede local",0,0,,,,,,
545,CONSERVACAO DE AREAS AJARDINADAS E SERVIÇOS TECNICOS DE MANEJO DE ARVORES,SPJA,COORDENADORIA DE PROJETOS E OBRAS / SUPERVISAO TECNICA DE LIMPEZA PUBLICA,Município,2010,"zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,WINDOWS,conservação de areas ajardinadas e serviços tecnicos de manejo de arvores,"areas verdes, praças conservadas, manejo de arvores, metragem e unidades podadas removidas e plantadas. Logradouros onde é executado o serviço",corte de grama poda de arvores,"Sistema saffor , desde 2010",cadastro ou registro administrativo,diário,ativo,Logradouro,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,"Intranet, Rede local",0,0,,,,,,
546,"LIMPEZA MECANICAS DE GALERIAS, RAMAIS, BOCAS DE LOBO , ATRAVÉS DE EQUIPAMENTO COMBINADO HIDROJATO/SUGADOR",SPJA,COORDENADORIA DE PROJETOS E OBRAS / SUPERVISAO TECNICA DE LIMPEZA PUBLICA,Município,2010,"zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,WINDOWS,"limpeza de ramais e bocas de lobo, atraves de equipamento combinado","limpeza mecanica de ramais e bocas de lobo, através de equipamento combinado hidrojato sugador, metragem e locais onde foi realizada.",limpeza mecanica bocas de lobo ramais,"Sistema saffor, desde 2010",cadastro ou registro administrativo,diário,ativo,Logradouro,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,"Intranet, Rede local",0,0,,,,,,
547,VEICULOS E CARCAÇAS ABANDONADAS,SPJA,COORDENADORIA DE PLANEJAMENTO E DESENVOLVIMENTO URBANO - SUPERVISÃO E UNIDADE TÉCNICA DE FISCALIZAÇÃO,Subprefeitura,2011 A 2013,meio ambiente,Banco de dados,0,Microsoft Access,EXCEL,CARCAÇAS E VEÍCULOS ABANDONADOS NO JABAQUARA,"Relação de carcaças e veículos abandonados, apreendidos, procedimento, Leilão, processos.",carcaças e veiculos abandonados,"Necessidade de dar cumprimento a Legislação pertinente em face do grande número de carcaças e veiculos que se acumulam por abandono nas vias e logradouros da região, e que motivam dezenas de reclamações mês. Responsabilidade das ações conforme o caso é das Subprefeiras, CET ou Delegacia de Policias.",cadastro ou registro administrativo,contínuo,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",não há.,"alfanumérica (textos, números - p.ex. tabelas)",1:1.000,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,Sede da Subprefeitura,,,,,,
548,BANCA DE JORNAIS,SPJA,COORDENADORIA DE PLANEJAMENTO E DESENVOLVIMENTO URBANO - SUPERVISÃO E UNIDADE TÉCNICA DE FISCALIZAÇÃO,Subprefeitura,2013,"comércio, serviços e turismo",Banco de dados,0,Microsoft Access,EXCEL,BANCA DE JORNAIS,"TPU, NOME PERMISSIONÁRIO, LOCAL DE INSTALAÇÃO",BANCA DE JORNAIS,MANUTENÇÃO DE DADOS PARA CONSULTA E CONTROLE DOS TPUS EM VIGENCIA.,cadastro ou registro administrativo,eventual,ativo,"Registro individual ou pontual (pessoa, estabelecimento, objeto, ponto etc.)",NÃO HÁ.,"alfanumérica (textos, números - p.ex. tabelas)",'1:1000,Não se aplica,Não se aplica,DOC,NÃO,Rede local,0,SEDE DA SUBPREFEITURA,,,,,,
549,Controle de Contratos,SPJA,Coordenadori de Administração e Finanças/Supervisão de Administração e Suprimentos,Subprefeitura,desde 2010,"planejamento e cadastro, zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,"Windows xp sp3, office xp versão 2002",Controle de Contratos - SP JA,"- Nº do Contrato
- Nº do Processo
- Empresa
- Objeto
- Valor Mensal
- Vigência
- Término do Contrato
- Modalidade e Nº da Licitação",Contratos Administrativos - SP JA,"Para acompanhar o vencimento contratual, além dos aditamentos necessários.",cadastro ou registro administrativo,Anualmente ou quando ocorre algum aditamento contratual nos processo inseridos na planilha em questão.,ativo,Subprefeitura,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,0,"- Endereço: Av Engenheiro Armando de Arruda Pereira, 2314 - Jabaquara
- Coordenadoria de Administração e Finanças / Supervisão de Administração e Suprimentos - 4º andar
- Contato: Márcia Santana Contár de Souza
- Horário disponível para informações: das 10:00 às 12:00horas,         
  às 3ª e 5ª feiras",,,,,,
550,certidão de numeração e denominação,SPJA,CPDU - cadastro,Subprefeitura,2009-2014,"normas, especificações e metodologia ",Banco de dados,0,0,word,Certidão de Numeração e Denominação,"Arquivo que contém todas as Certidões de Numeração e Denominação emitidas pelo Setor de Cadastro da Subprefeitura, desde 2009.","Jabaquara, Cadastro, Certidão de numeração, logradouro",Arquivo de certidões emitidas por CPDU - Cadastro da Subprefeitura Jabaquara.,"levantamento de dados espaciais (aerolevantamento, campo, satélite)",contínuo,ativo,Lote,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,DOC,NÃO,Impresso,0,"Subprefeitura Jabaquara
CPDU - Cadastro
tel. 3397 3241
9h - 17h, Segunda à Sexta-feira",,,,,,
551,Termos de Cooperação,SPLA,Assessoria Jurídica,Subprefeitura,2008 à 2014,meio ambiente,Arquivo de dados,.xls (MS EXCEL),0,"Windows, Excel versão 2003", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
552,Boletim de Dados Técnicos,SPLA,Unidade de Cadastro,Subprefeitura,2010 a 2014,planejamento e cadastro,Banco de dados,0,Microsoft Access,"Windows, Acess", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
553,Autuação de Processos,SPMB,GAB/Praça de Atendimento,Região Metropolitana de São Paulo,2008 a 2014,"comércio, serviços e turismo, habitação, saneamento e urbanismo, zeladoria, manutenção e reparos",Arquivo de dados,0,0,windows xp,Autuação de Processos,Autuação de Processos solicitados por municipes e empresas.,"processo, autuação",Processos autuados na praça de atendimento através do sistema Reflection.,cadastro ou registro administrativo,contínuo,ativo,Subprefeitura,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,0," SIM (Conforme Lei Federal n. 12.527/2011 (especialmente o art. 23) www.goo.gl/Xk4co , Decreto Municipal n. 53.623/2012 www.goo.gl/O7nUHq e Decreto Municipal n. 54.779/2014 www.goo.gl/7vycsk )",Internet,www.prefeitura.sp.gov.br,Consulta através do link: http://www3.prodam.sp.gov.br/simproc/simproc.asp ou presencial na praça de atendimento da Subprefeitura.,,,,,,
554,Cadastro Bancas de Jornais e Revistas,SPMP,CPDU/FISCALIZAÇÃO,Subprefeitura,2013,"comércio, serviços e turismo",Arquivo de dados,.xls (MS EXCEL),0,Windows, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
555,CONTRATOS/ADMINISTRATIVOS,SPPA,SUPERVISÃO DE ADMINISTRAÇÃO,Subprefeitura,2013 Á 2014,"zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,"WINDOWS, EXCEL 2003",Contratos administrativos,Zeladoria,Contratos,0,cadastro ou registro administrativo,mensal,ativo,Subprefeitura,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,NÃO,Rede local,0,0,,,,,,
556,CONCESSIONARIAS,SPPA,SUPERVISÃO DE ADMINISTRAÇÃO,Subprefeitura,2012 A 2014,"zeladoria, manutenção e reparos",Arquivo de dados,.xls (MS EXCEL),0,WINDOWS. EXCEL 2003,Concessionarias,"Registro de Consumo de gastos com Luz, Água, Telefone fixo e móvel.",Concessionarias,0,cadastro ou registro administrativo,mensal,ativo,Subprefeitura,0,"alfanumérica (textos, números - p.ex. tabelas)",0,Não se aplica,Não se aplica,XLS,0,Rede local,0,0,,,,,,
557,Cadastro,SPPA,CPDU/UNICAD/ Maria Tereza Barifaldi hirs,Subprefeitura,a partir de 1954,"agricultura, extrativismo, pesca, cartografia de base, ciência, informação e comunicação, comércio, serviços e turismo, concessões, cultura, esportes, lazer, defesa e segurança, educação, geociências, habitação, saneamento e urbanismo, hidrografia/hidrolo",Arquivo de dados,".xls (MS EXCEL), .shp (ArcGIS), .pdf (Adobe), .dwg (AutoCad), .doc (MS WORD), Google Earth",0,"Windows, Word, 97-2003; Auto Cad 97;", -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,,,
